author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,election,candidate,date
handle.invalid,David B. Himself,"The US election is underway but so is the fascist coup.

https://www.nytimes.com/2024/11/05/us/politics/elon-musk-trump-election-night.html?smtyp=cur&smid=bsky-nytimes

#USElection2024 #USPol #USPolitics #Trump #ElonMusk",2024-11-05T21:56:58.573Z,0,1,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Pat Chappatte on voting day in the US #MAGA #polls #Trump #Trump2024 #USElection2024 – political cartoon gallery in London original-political-cartoon.com,2024-11-05T21:45:16.008Z,2,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Rod Emmerson @rodemmerson on voting day in the US #MAGA #polls #Trump #Trump2024 #USElection2024 – political cartoon gallery in London original-political-cartoon.com,2024-11-05T21:44:44.212Z,2,0,0,['rodemmerson'],False,#USElection2024,US_2024,CandidateA,2024-11-05
politicalcartoon.bsky.social,Political Cartoon Gallery,Morten Morland @mortenmorland on #TrumpIsGoingDown #TrumpIsUnfitForOffice #TrumpRally #polls #Trump #Trump2024 #USElection2024 @thetimes  – political cartoon gallery in London original-political-cartoon.com,2024-11-05T21:43:24.633Z,6,0,0,"['mortenmorland', 'thetimes']",False,#USElection2024,US_2024,CandidateA,2024-11-05
michaelbonvalot.bsky.social,Michael Bonvalot,"Rund um die US-Wahl steigt die Gefahr enorm, dass Verschwörungserzählungen und Fake News verbreitet werden. Für Dich aufgeschrieben: Wie erkennst Du sie? Warum funktionieren sie? Und wie kannst du Dich und andere schützen?

#uswahlen #USElection2024

www.standpunkt.press/so-erkennst-...",2024-11-05T21:36:49.995Z,8,4,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
laokrat.eurosky.social,der Laokrat,"Und auch diesmal wieder: der #USElection2024 Hypetrain beginnt heute Abend mit diesem Banger, den ich seit Januar 2008 bei jeder Wahl höre.
https://www.youtube.com/watch?v=BSgaMycEh5A
#Laokraticker https://twitter.com/der_Laokrat/status/1323711054908661760",2024-11-05T21:32:09Z,0,0,1,[],False,#USElection2024,US_2024,Neutral,
a-b-evans.bsky.social,Dr Adam Evans,"I’ve run 40,000 simulations and each of them confirmed that what we really needed was a bunch of poorly qualified or past it British politicos and talking heads to host a series of emergency podcasts tonight #USelection2024 #election2024",2024-11-05T21:14:56.818Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
szaulo.bsky.social,Paweł Niezbecki,"G'night all (don't let us down, America)

#USElection2024",2024-11-05T21:13:51.550Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
holgereluard.bsky.social,Holger Hinz,"Wer heute #Trump wählt wegen ""Free speech"" und der ""Constitution"" schafft im Grunde die US-Demokratie ab.
Das ist das Perverse an dieser Wahl.
#USElection2024",2024-11-05T21:10:58.197Z,8,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
newsforfuture.bsky.social,softlabhennef,"Bericht: USA testen nach Schließung der Wahllokale Hyperschallrakete 
www.timesnownews.com/world/us/us-...
Eine Interkontinentalrakete vom Typ Minuteman III (ICBM) soll zwischen 23:01 Uhr u. 5:01 Uhr PT vom Weltraumstützpunkt Vandenburg in Kalifornien starten (The Daily Mail)
#USWahl #USElection2024",2024-11-05T20:45:50.286Z,6,1,2,[],False,#USElection2024,US_2024,Neutral,2024-11-05
gaetan-chartrer.bsky.social,Gaëtan Chartrer,#USElection2024 Google has fixed the issue it was A BUG!,2024-11-05T20:42:59.000Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
newsforfuture.bsky.social,softlabhennef,"Stimme aus dem All: „Egal, ob man sitzt, steht oder schwebt – wichtig ist, dass ihr wählt“ www.deutschlandfunk.de/harris-oder-... 
#USWahl #USElection2024",2024-11-05T20:28:06.433Z,1,0,0,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
nickolops.bsky.social,✏️Nickolops🖊,"The Final Battle
Make the correct choice
I'm counting on you
#USElection2024 #KamalaHarris #DonaldTrump",2024-11-05T20:21:01.215Z,1,0,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
ny007.bsky.social,Status Poe,"Anyone have the energy to look at the final results of major polling and then compare them to the actual results after the election and see which polls were accurate and which were wrong? A photo comparison would be great. 
#USElection2024 #Election2024",2024-11-05T20:20:23.661Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
holgereluard.bsky.social,Holger Hinz,"Gerhard Schröder, Oskar #Lafontaine, Jens Spahn, Wladimir Putin und Alice Weidel würden heute nacht Donald #Trump wählen.
Interessante Konstellation.
#USElection2024",2024-11-05T20:17:44.734Z,34,7,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
dmz.bsky.social,DMZ - NEWS,US-Wahlen 2024: Kamala Harris mit Vorsprung – Swing States als Schlüssel zur Entscheidung www.dmz-news.eu/2024/11/05/u... #Harris #Trumop #USElection2024 #USElections2024,2024-11-05T20:10:17.900Z,15,4,0,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
spatzlhirn.eurosky.social,Gorgias UrUrUrenkel📣🔊,"Tipp von @aimeevaleur.bsky.social zur Wahlnacht
BIG THX 💪
#USElection2024 
x.com/pablodiabolo...",2024-11-05T20:06:59.483Z,0,0,0,['aimeevaleur.bsky.social'],False,#USElection2024,US_2024,Neutral,2024-11-05
louhefner.bsky.social,✩☠ Bürgermasterin ☠✩,"Ausschlaggebend für die #USElection2024 wird auf jeden Fall sein, dass der Swing States Joke in allen möglichen Satzstellungen gebracht wird.",2024-11-05T20:02:52.439Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
tippingpoint24.bsky.social,Tipping Point,"Now would be a good time for any defenders of democracy who happen to work in the engineering team at the 'Other Place' to throw their spanner's into the works, so to speak.

#USElection2024",2024-11-05T20:00:24.387Z,0,0,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
leonakoo.bsky.social,Leona Kotilainen,"Trump is dangerous – and vulnerable people are at risk regardless of him winning or not.

If Trump loses: his supporters will retaliate against the vulnerable.

If he wins: the system will become even worse for the vulnerable.

#USElection2024 #USAElection",2024-11-05T19:56:49.162Z,7,2,1,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
christophbautz.bsky.social,Christoph Bautz,"Am Rande zur #USElection2024: Fast alle US-Bundesstaaten sind von Dürren betroffen, so viele wie noch nie zuvor. Die Klimakrise grüßt.",2024-11-05T19:54:59.558Z,8,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
heyitstva.bsky.social,Todd Van Allen,"Basically, the rest of the world is sitting around waiting to see if the intervention took. #USElection2024",2024-11-05T19:52:00.062Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
brerrabbit.bsky.social,Brer Rabbit,Well paying attention to #USElection2024 sure the world laughs at the states a lot but it is a fairly important day for us in Canada and no matter what happens I bet we see crazy shit over the next few days #uspoli #USElection,2024-11-05T19:43:02.125Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
musichistorylaw.bsky.social,Hoptimist,"Freitags State of Mind.
Bisschen Impro.
Ausgabe zur #USAElection2024 #USElection2024 #USAElections2024 
Vielleicht kann das gerade jemand gebrauchen…

x.com/musichistory...",2024-11-05T19:37:24.468Z,4,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
suburbanhell.bsky.social,≋𝕊𝕦𝕓𝕦𝕣𝕓𝕒𝕟_ℍ𝕖𝕝𝕝≋,"Begging any of you who are seeing this post, if you're in America, and you haven't voted yet, please don't sit this one out. Go #Vote 

It literally could change everything. #USElection2024",2024-11-05T19:28:12Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,
michaelshotter.com,Michael Shotter,"All the cool kids are doing it. 🇺🇸🙂👍

#vote #voting #govote #ElectionDay #electionday2024 #election #USElection2024 #USElections2024 #USAElection2024 #USAElections2024 #usaelection",2024-11-05T19:20:25.089Z,4,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
schreiberlein.bsky.social,Detlef Köhne | Autor ✊💙💛,"""Remember, remember, the 5th of November - Es gibt keinen Grund, die Pulververschwörung je zu vergessen."" Beim Gunpowder-Plot 1605 ging es darum, das englische Parlament zu zerstören und alle Parlamentarier und den König zu töten. Hoffentlich kein schlechtes Omen.
#USElection2024",2024-11-05T19:16:52.308Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
richardthresh.bsky.social,Richard Thresh,"@ceefaux.bsky.social
Still not here, eh?  Okay then  I'll post it for you ...
#USElection2024",2024-11-05T19:16:42.348Z,1,0,0,['ceefaux.bsky.social'],False,#USElection2024,US_2024,Neutral,2024-11-05
smrrejoinradio.bsky.social,SMR 🎧 Rejoin Radio,"NEW! This week we're all over #USElection2024 🇺🇸 as we focus on the week America decides! + there's BIG news with @marchforrejoin.bsky.social �
 
It's FREE! 👉 linktr.ee/smrrejoinradio 🎧 but if you enjoy it, help us make #ProEU radio! Join us from just £1.50 via the above link! 🇪🇺",2024-11-05T19:15:17.400Z,4,3,0,['marchforrejoin.bsky.social'],False,#USElection2024,US_2024,Neutral,2024-11-05
a-b-evans.bsky.social,Dr Adam Evans,"Remember the presidential election is decided by an Electoral College rather than the popular vote, so there’s still a chance that the trades unions could get Alun Michael over the line #USElection2024 #Election2024",2024-11-05T19:10:30.419Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
padubarry.bsky.social, P. Dubarry,"Heute geht es früh ins Bett und morgen dann früh raus. 
Dazwischen träume ich davon, dass #Texas zu blau swingt. Oder wenigstens #Florida .

#USElection2024 
#Harris",2024-11-05T19:07:20.110Z,4,0,1,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
beto1berto.bsky.social,Beto,"O mal menor é Kamala Presidente! 💙🇺🇸
Esperemos que os americanos percebam o risco, que Trump representa.
|
#Election2024 #Trump #KamalaHarris #USElections #ElectionDay #USElection2024 #USPresidentialElection2024 #MuskChorume",2024-11-05T18:59:24.456Z,2,0,1,[],True,#USElection2024,US_2024,CandidateB,2024-11-05
beto1berto.bsky.social,Beto,"Votem Kamala Presidente! 💙🇺🇸
Esperemos que os americanos percebam o risco, que Trump representa.
|
#Election2024 #Trump #KamalaHarris #USElections #ElectionDay #USElection2024 #USPresidentialElection2024 #MuskChorume",2024-11-05T18:58:23.698Z,0,0,0,[],True,#USElection2024,US_2024,CandidateB,2024-11-05
river2c.bsky.social,Find me on UpScrolled: @NothingBurger,"The final word on the #USElection2024. ⬇️

x.com/palestinechr...",2024-11-05T18:49:23.239Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
d-qn.github.io,𝙳𝚞𝚌-𝚀𝚞𝚊𝚗𝚐 𝙽𝚐𝚞𝚢𝚎𝚗,"Voici nos projections finales pour #USElection2024! 🇺🇸🔮🗳️📈 

👉🏼 https://buff.ly/4fdV84T

Un grand merci à ceux qui ont suivi attentivement l’évolution de cette course et de ses chiffres🙏🏼 Après les sondages, place aux votes! A suivre dès ce soir 🧵 #thread 

@LeTemps #dataviz",2024-11-05T18:39:21.207Z,3,1,1,['LeTemps'],False,#USElection2024,US_2024,Neutral,2024-11-05
european-alternatives.eu,European Alternatives,"Regardless of the outcome of today's election in the USA, the fact that it's so close should be a reminder of our dependence on the US tech companies and legislation.

Promote and use European alternatives and if you are from the US go vote!

european-alternatives.eu

#USElection2024",2024-11-05T18:15:07.571Z,52,30,6,[],False,#USElection2024,US_2024,Neutral,2024-11-05
seamonsters.bsky.social,music for sea monsters,"#NewMusic Who Do We Wanna Be? (Autocracy or Democracy) youtu.be/Jl3yKPE-zDM 
Techno protest song & duet with #RonaldReagan. Dedicated to my dad, a Trump supporter in 2016 & now a staunch anti-Trumper 
#USElection2024 #election #electionday #MusicVideos #newmusicalert",2024-11-05T18:10:56.238Z,2,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
susanklaiber.bsky.social,Susan Klaiber,"For a transparent election process!

Ballot box, Maryland, ca. 1890 (National Museum of American History) #Election2024 #USElection2024 🇺🇸 🗳️

n2t.net/ark:/65665/n...",2024-11-05T18:10:35.541Z,2,2,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
modpro.bsky.social,,"What Is Travel Technology Development?
Travel technology development is the creation of tools and systems to streamline and enhance the travel industry, including online booking platforms.
#Techbullion #Technology #Travel #USElection2024 
techbullion.com/travel-techn...",2024-11-05T17:56:59.016Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
a-b-evans.bsky.social,Dr Adam Evans,"So far as I understand it, four states are Commonwealths (Kentucky, Massachusetts, Pennsylvania, and Virginia). So that should give King Charles a decent head start in the electoral college #election2024 #USelection2024",2024-11-05T17:56:51.645Z,5,1,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
michaelbonvalot.bsky.social,Michael Bonvalot,"Republikaner:innen haben 2024 in größerer Zahl per Briefwahl gewählt als 2020. Das berichtet CNN. Obwohl Trump regelmäßig Verschwörungserzählungen zur Briefwahl verbreitet. Nicht einmal seine eigenen Wähler:innen glauben seine Lügen. 

#USElection2024 #uswahl",2024-11-05T17:51:07.375Z,2,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
meliciraptor.bsky.social,Melissa,"So who’s doing the election day halftime show? 

#USAElections2024 #USAElections #USElection2024",2024-11-05T17:50:13Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,
newsforfuture.bsky.social,softlabhennef,"#USWahl #USElection2024
Endergebnis #Guam -Umfrage: Die Insel im Westpazifik ist kein offizieller US-Staat, der Wahlleute schicken darf, eine traditionelle ""straw poll"":  Harris gewinnt, aber..",2024-11-05T17:47:26.042Z,3,1,0,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
musichistorylaw.bsky.social,Hoptimist,"Gott, das sieht aus, als wenn jemand ihren Vater im Wohnstift besucht und zu einem Familienfest abholt… 🫣 #uselection2024",2024-11-05T17:39:29.859Z,17,0,2,[],False,#USElection2024,US_2024,Neutral,2024-11-05
jennyguenther.bsky.social,Jenny Günther,Es wird knapp und Pennsylvania entscheidet...vor 2.00 Uhr deutscher Zeit wissen wir also nix. #USElection2024,2024-11-05T17:32:59.010Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
modpro.bsky.social,,"What are Biometric Boarding Passes?
Biometric boarding passes are a recent innovation in the aviation industry that use biometric technology to expedite and enhance the boarding process. 
#Techbullion #airlines #USElection2024 
techbullion.com/the-benefits...",2024-11-05T17:31:34.199Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
schreiberlein.bsky.social,Detlef Köhne | Autor ✊💙💛,"In ein paar Stunden werden in den USA Stimmen gezählt. Drückt die Daumen, sonst geht nicht nur die Welt, sondern, was viel schlimmer wäre, auch mein Buchprojekt den Bach runter😅
#USElection2024 #autor_innenleben #thrillerschreiben #derletztepräsident
der-letzte-praesident.de",2024-11-05T17:31:28.297Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
modpro.bsky.social,,"What is eWaste?
E-waste refers to discarded electronic devices containing hazardous materials like lead, mercury, and cadmium, which can pose environmental risks if not properly recycled.
#Techbullion #Ewaste #USElection2024 
techbullion.com/the-environm...",2024-11-05T17:18:31.229Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
hardumharyana.bsky.social,Naresh Kumar,"Melbourne Cup 2024: A Spectacle of Tradition, Fashion, and Racing Excellence
#MelbourneCup2024 #Trump  #USElection2024

hardumharyananews.com

hardumharyananews.com/sports/melbo...",2024-11-05T17:14:57.208Z,2,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
ppni.bsky.social,Progressive Politics NI,"Tonight’s the big night. The #USElection2024. Who do you think will win? Not who you want, but who do you think? 🇺🇸",2024-11-05T17:10:13.553Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
eucamila.bsky.social,camila,"e quando fizeram uma fancam da urna eletrônica? 
esse edit sempre me pega 
#ElectionTwitter #USElection2024 #USDemocracy #BlueWave2024 #Election2024 #Vote2024",2024-11-05T17:09:19.382Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
cartoonsidrew.bsky.social,Andrew Fraser (Drew),Me trying to stay up and catch any of the early #USElection2024 results from the UK tonight. A Tuesday #shapechallenge,2024-11-05T17:07:45.364Z,1,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
hardumharyana.bsky.social,Naresh Kumar,"hardumharyananews.com/rochak-news/...
#MelbourneCup2024 #Trump #USElection2024 #Harris #hardumharyananews #haryanagovernment #lowrance #canadahindu #sexybhabi",2024-11-05T17:02:30.501Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
gadedeselorm.bsky.social,Sel Gadede Atigah,"Someone asked if I support Trump or Kamala. I told them, ‘I'm in Ghana, so I'm more focused on leaders who prioritize protecting our planet.’ 🌍  My support goes to anyone genuinely committed to climate action and preserving the environment. 

#USElection2024",2024-11-05T16:55:41.888Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
modpro.bsky.social,," How to Prepare for the Global Real Estate Market
To prepare for the global real estate market, consider selecting markets with strong growth potential, diversifying investments across multiple markets.
#Techbullion #RealEstate #USElection2024 
techbullion.com/investing-in...",2024-11-05T16:52:19.658Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
catenaccio1893.bsky.social,Michael Δ.,In ein paar Stunden beginnt die erstürmung des Capitol's. Fals das nicht passiert bedeutet das nur das die Amis sich wieder vor der ganzen Welt bis auf die Knochen blamiert haben. Der Rest der Welt wird sich trotzdem unterwerfen. #USElection2024,2024-11-05T16:48:03.615Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
h-adom.bsky.social,🌻,"Key Race Alert: Das Buffet ist eröffnet

#USElection2024",2024-11-05T16:45:24.795Z,4,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
lseblogs.bsky.social,LSE Blogs,"🇺🇸 🗳 Looking for a global-minded perspective as Americans continue to cast their votes in the #USElection2024?

Here are five blogs from academics, think-tank researchers, and experts from across the world on the US Presidential Election 2024 🧵👇",2024-11-05T16:19:47.049Z,0,0,5,[],False,#USElection2024,US_2024,Neutral,2024-11-05
mimikama.org,Mimikama,"🇺🇸 Die USA und die ""Demokratie"": Am Ende wird es so sein, dass der US-Präsident gar nicht wirklich vom Volk gewählt wird! Die „magische Zahl“ 270 ist alles, was zählt, egal, wie viele Amerikaner tatsächlich für jemanden gestimmt haben.  
www.mimikama.org/die-zahl-270...
#USElection2024",2024-11-05T16:03:06.289Z,16,3,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
socialmedialab.ca,Social Media Lab,It's Election Day in the US. Here's who the Harris & Trump campaigns have targeted with their ads on Meta's platforms this past week. Harris is leaning in heavily on the youth votes (18-34) while Trump is aiming for people 35+. #USElection2024 #Election2024 app.polidashboard.org/facebook_ads...,2024-11-05T16:02:05.925Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
a-b-evans.bsky.social,Dr Adam Evans,Genuinely haven’t been this excited since the last Police and Crime Commissioner elections #election2024 #USelection2024,2024-11-05T15:46:33.029Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
weiirdocats.bsky.social,Weir Dor ,Today comes the big day. I’m quite nervous about the result. 😱Have you voted? Good luck USA 🇺🇸 #election2024 #trump #harris #donkeyelephantwar #vote #uselection2024 #ai #aiart,2024-11-05T15:40:55.663Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
mimikama.org,Mimikama,"Die US-Wahl könnte auf sieben Staaten hinauslaufen, in denen jede Stimme zählt. Diese „Swing States“ sind wie ein Tanz auf dem Vulkan – sie sind unberechenbar und wechseln je nach Wahl die Seite  
www.mimikama.org/swing-states...
#USElection2024 #Trump2024 #Election2024 #KamalaHarris",2024-11-05T15:38:26.187Z,9,1,0,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
flightdeck1140.eurosky.social,ᘔIᖇKᑌᔕ ᗷIᒪᒪIᗩᑎI 📎 🇪🇺,"Absolut verrückte Wahl, die entscheidet, ob einer der beiden Kandidaten ins Weiße Haus oder ins Gefängnis einzieht. 
#USelection2024",2024-11-05T15:33:53.731Z,4,0,2,[],False,#USElection2024,US_2024,Neutral,2024-11-05
robert123asd.bsky.social,Nanthakumar,"www.theguardian.com/us-news/live...
🇺🇸 US election 2024 updates: Voting underway in most states as Harris and Trump aim for presidency. Stay tuned for the latest results and analysis on this crucial day for democracy! 🗳️🇺🇸 #USElection2024 #VotingDay #Harris #Trump #Decision2024",2024-11-05T15:25:20.820Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
comics.3millionyears.co.uk,Michael Nimmo | 3 Million Years,"Will Newcastle or Sunderland declare first?
#USElection2024",2024-11-05T15:14:35.212Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
noticiasnodal.bsky.social,NODAL, #Descarga 📥 #Informe 📝 Elecciones en #EEUU 🇺🇸: un punto de inflexión para la geopolítica mundial en la disputa del G2 ✍️ Por Paula Gimenez ⬇️ #Election2024 #Trump #Kamala #ElectionDay #USElection2024 #USAElection2024,2024-11-05T15:06:40.133Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
iantb.bsky.social,Ian TB,"Gotta say, I’m a fan of Prince William County’s voting sticker:
#USElection2024 #Vote2024",2024-11-05T15:01:58.147Z,4,1,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
drdeanburnett.bsky.social,Dr Dean Burnett,"The hidden psychology of ‘know-it-alls’: Why they think they know everything

www.sciencefocus.com/comment/know...

By me, for BBC Science Focus Magazine

Just in case you encounter someone today hectoring everyone online, on matters they clearly know little about. For some reason

#USElection2024",2024-11-05T15:01:54.268Z,9,2,1,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
markcuriouscryptos.bsky.social,Mark Timmis,"You cannot escape US politics this week. But aside from the presidential race, there are other elections with the potential to dramatically change the direction of travel for crypto legislation. Read my thoughts here #USElection2024  #CryptoNews
shorturl.at/2trYX",2024-11-05T15:00:19.975Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
stokstaartje81.bsky.social,Stokstaartje,"Heute entscheidet sich in den USA, in welche Richtung sich die Welt in Zukunft dreht.

#USElection2024",2024-11-05T14:57:12.652Z,2,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
mimikama.org,Mimikama,"🇺🇸 Wahltag in den USA: Amerika steht vor der Entscheidung zwischen einer Woman of Color im Oval Office oder einem Kandidaten, der mehr Anklagen als Wahlversprechen hat.

steadyhq.com/de/mimikama-...

#USElection2024 #Trump2024 #Election2024
 #KamalaHarris",2024-11-05T14:51:26.699Z,21,3,1,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
almareaverena.bsky.social,☽Almárëa Verena☾✨🐍【ⱯLive!】,"I'm not one to mention politics, but I implore all US mutuals to go vote today. All you need is an ID. Depending on the results it will affect the lives of those closest to you and even potentially yourself. GO VOTE.

#vtubers #vtubersupportchain #USElection2024",2024-11-05T14:51:16.494Z,2,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
maddisondesigns.bsky.social,Anthony Hortin,Don’t fuck this up America… signed The Rest Of The World #USElection2024,2024-11-05T14:49:15.009Z,1,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
reedboss.bsky.social,Reedboss.com,"Will Smith Criticizes Elon Musk's New Tesla Robot, Claiming It's Unsafe. 

#Reedboss #ElonMusk #willsmith #robot #uselection2024",2024-11-05T14:46:40.787Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
rentonsbg.bsky.social,Volker Rechberger (Votsch),Und wer von Euch schlägt sich noch die Wahlnacht um die Ohren? #uselection2024,2024-11-05T14:36:48.881Z,1,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
atdl.bsky.social,Anthony Delvalle,"I would ask the US Bluey fans to vote!
#USElection2024",2024-11-05T14:19:19.989Z,4,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
goodlildiver.bsky.social,goodlildiver,"co-survival stream - us election coverage

live now

#uselection #uselection2024 #Election2024  #twitch",2024-11-05T14:17:33.006Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
a-b-evans.bsky.social,Dr Adam Evans,Crazy to think we are just hours away from Jeremy Vine showing off some questionable Dixville Notch graphics on the BBC's election night coverage #uselection2024,2024-11-05T14:12:02.492Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
marz.ca,Alex Marz,"Good luck America.

Donald Trump is a rightwing authoritarian who assaults women.

#ElectionDay #USElection2024",2024-11-05T14:02:55Z,0,0,0,[],False,#USElection2024,US_2024,CandidateA,
marz.ca,Alex Marz,"Good luck America.

Donald Trump is an rightwing authoritarian who assaults women.

#ElectionDay #USElection2024",2024-11-05T14:02:42Z,0,0,0,[],False,#USElection2024,US_2024,CandidateA,
a-b-evans.bsky.social,Dr Adam Evans,"After weeks of mail-in ballots and early voting, I've seen enough: #USElection2024",2024-11-05T13:50:42.750Z,1,0,1,[],False,#USElection2024,US_2024,Neutral,2024-11-05
gadgetry.bsky.social,Ryan Daws,"Good luck, America ❤️ One choice seems far better than the other (wouldn't dare give an unwanted opinion on which) but your friends across the pond have plenty of experience in neither being 100% appealing. #usa #election #uselection #politics #uselection2024",2024-11-05T13:45:56.977Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
acotswoldvoice.bsky.social,Jordan🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇪🇺,"What Kamala Harris hopes to have happen tonight 

Will she make history?
#USElection2024

https://youtu.be/TclCVuX8T_Q?si=JNuMiiDBNIQuvZ9u",2024-11-05T13:39:02Z,0,0,0,[],False,#USElection2024,US_2024,CandidateB,
bremaininspain.com,Bremain in Spain,"""According to Elon Musk, if Kamala Harris wins, there’ll never be another election, and according to lots of Democrats, if Trump wins, he’ll turn into a dictator. Both are wrong""
#USElection2024
www.dropsitenews.com/p/my-electio...",2024-11-05T13:38:04.150Z,1,2,0,[],False,#USElection2024,US_2024,CandidateB,2024-11-05
aissr.bsky.social,Amsterdam Institute for Social Science Research (AISSR),"🚻 'Childless cat ladies' vs. 'power-hungry men'—does gender still shape politics? 

Political scientists Carissa Tudor & Daphne van der Pas say stereotypes still impact women in politics. #USElection2024 #KamalaHarris #DonaldTrump

www.uva.nl/en/shared-co...",2024-11-05T13:37:32.916Z,2,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
hagerhard.eurosky.social,hagerhard,"#USElection2024 
ich hab beschlossen, ich geh heut zeitig schlafen, weil bis mitternacht oder ein bissl später wissen wir eh nix wirkliches.

dafür steh ich dann zeitig in der früh auf - spätestens um fünf und schau mir dann die entscheidung an.

so wir bis dahin schon was wissen.",2024-11-05T13:34:18.874Z,0,1,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
garyhess.bsky.social,Gary Hess,In and out voting this morning in Virginia. Took just a few moments. #USElection2024,2024-11-05T13:33:22.440Z,0,0,0,[],False,#USElection2024,US_2024,Neutral,2024-11-05
lifesmart.bsky.social,,"🌟 Transform your living space with #LifeSmart, the ultimate in smart home technology! We bring you innovative solutions for #security, lighting, automation, and more.  
 
#LifeSmartUAE #SmartHome #HomeAutomation #UAE #SmartLiving #ConnectedHome #USElection2024 #Trump

www.epsilon-wt.com",2024-11-05T13:29:21.368Z,1,0,0,[],False,#USElection2024,US_2024,CandidateA,2024-11-05
