author,display,text,timestamp,likes,reposts,replies,mentions,is_reply,query,candidate
litigator53.bsky.social,Bier Bua,"I have no plans to watch any election coverage today or tonight. I’ll check in tomorrow morning for actual counts, but I am prioritizing my mental health today! Harris/Walz/Allred/Tester 2024!!",2024-11-05T21:30:52.560Z,0,0,0,[],False,Harris election 2024,Harris
peaceandplanet.bsky.social,peaceandplanet.bsky.social,"On the Black liberal elites’ role in stabilizing a multiracial Empire. Oh, Harris is a South Asian Brahmin too. 

Yet, on this election night a sliver of hope in “turning the page.” The prospect of Trump’s return is exhausting and we need to be energized.

mondoweiss.net/2024/11/the-...",2024-11-05T21:28:01.497Z,2,2,0,[],False,Harris election 2024,Neutral
andrewtorrez.bsky.social,P. Andrew Torrez,"This is not an ""inspirational"" story of one woman's dedication to casting her ballot. This is a ""can we finally do something about voter suppression masquerading as election security?"" story.

www.nytimes.com/live/2024/11...",2024-11-05T21:22:35.814Z,106,22,3,[],False,Harris election 2024,Neutral
stinapag.bsky.social,‘stina is a shiny special one🧀,"Come on Harris County, let's kick out Cruz. 

I was really worried about the rain this morning, but it seems we are outpacing the numbers 2020 so far.  No more rain in the forecast, so the after work crowd should be dry.",2024-11-05T21:14:33.161Z,4,0,0,[],False,Harris election 2024,Harris
mndell.mastodon.social.ap.brid.gy,M Dell,"Here’s the latest on #Election Day 2024:
Current Status
Over 82 million Americans have already cast their ballots through early voting, with Harris showing an 8% lead among early voters in key battleground states.

Using #perplexity AI to follow the #ElectionDay",2024-11-05T20:51:44.000Z,0,0,0,[],False,Harris election 2024,Harris
cosmicbeing.bsky.social,Cos,"Clark County Election Day Turnout - 11/5/2024, 12:00 PM
	•Democrats: 21,609 (31.5%) +1,449
	•Republicans: 20,160 (29.4%)
	•Other: 26,882 (39.2%)

Dems now lead Reps by +2.1%, with momentum building. Eday voters are getting younger with every hour, compounding Harris' chances.",2024-11-05T20:31:47.017Z,2,0,0,[],False,Harris election 2024,Harris
tag24.com,tag24news,Billie Eilish 💙 took a moment out of her recent sold-out performance in Atlanta to call on fans to vote for Democrat Kamala Harris in the 2024 presidential election. www.tag24.com/entertainmen...,2024-11-05T20:21:54.311Z,1,0,0,[],False,Harris election 2024,Harris
democracymattersalot.mstdn.social.ap.brid.gy,Democracy Matters :verified:,"Yes, Slate Is Mostly—but Not Entirely—Voting for Kamala Harris. We Also Predicted Who Will Win.
https://slate.com/news-and-politics/2024/11/election-2024-results-predictions-kamala-harris-donald-trump.html?via=rss

#NoRepublicansEverAgain #VoteBlueToSaveEverything #GOPWeirdos #HarrisWalz #USPol",2024-11-05T20:04:16.000Z,0,0,0,[],False,Harris election 2024,Trump
joeura.bsky.social,Joe Ura,"FWIW, I updated Chris Ellis's and my ""polarized times"" election model through the last election.

onlinelibrary.wiley.com/doi/full/10....

The 2024 forecast is 46.7% of the two-party national popular vote for Harris.",2024-11-05T20:00:05.346Z,0,0,1,[],False,Harris election 2024,Harris
jamessteel2008.bsky.social,James Steel,"amp.theguardian.com/world/2024/n... completely missed this with the election in the US going on. Looks like the perfect time for Simon Harris to call a snap election 🇮🇪 🗳️ continuation of the FG/FF led government is likely, SF falling behind in the polls.",2024-11-05T19:58:08.397Z,1,0,0,[],False,Harris election 2024,Harris
news-feed.bsky.social,News Feed,@Forbes: Election Day 2024: Here Are Harris’ Clearest Paths To Victory (Live Updates)  https://t.co/AFOElXjDpi,2024-11-05T19:55:00.222Z,0,0,0,['Forbes'],False,Harris election 2024,Harris
cdpositive.bsky.social,cdpositive ,"Trying to bury the news behind the US election? Now that Bibi has done this, will he try to stay in power by siding with Putin? He won't get far with Harris, that's for sure. 

www.cnn.com/2024/11/05/m...",2024-11-05T19:33:20.099Z,1,0,0,[],False,Harris election 2024,Harris
wendykloiber.bsky.social,Wendy Kloiber,Omg,2024-11-05T19:16:08.815Z,3,1,0,[],False,Harris election 2024,Neutral
coreyryung.bsky.social,Corey Rayburn Yung,"If Harris wins, I (don't) look forward to the dozens of thinkpieces about the ""forgotten men"" of the 2024 election, written without the slightest hint of self-awareness.",2024-11-05T18:58:46.905Z,22,0,2,[],False,Harris election 2024,Harris
flashnt2.bsky.social,,"Presidential elections in America: Tough contest between Kamala Harris and Donald Trump

Presidential elections in America: Tough contest between Kamala Harris and Donald Trump aajtak.in New Delhi, 05 November 2024, Updated 11:48 PM IST Facebook twitter cancel Voting for the presidential election…",2024-11-05T18:58:31Z,0,0,0,[],False,Harris election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Man arrested for trying to enter US Capitol with torch and flare gun Man arrested for trying to e...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T18:55:55.000Z,0,0,0,[],False,Harris election 2024,Neutral
alexanderhay.myatproto.social,Alexander Hay,"Not sure if this counts as a good omen for Kamala Harris, or heavy vibes for Donald Trump, but pro-am twat Charlie Kirk is apparently bricking it about election turnout on Twitter:",2024-11-05T18:51:40.076Z,4,0,0,[],False,Harris election 2024,Neutral
flashnt2.bsky.social,,"US Election 2024: Will Kamala Harris do wonders or will Trump make a comeback? Voting continues amid bad weather in America – US Election Voting 2024 Live updates kamala Harris Donald Trump Swing States Voting ntc

US Presidential Election 2024 Live Updates: Voting for the presidential elections…",2024-11-05T18:47:25Z,0,0,0,[],False,Harris election 2024,Neutral
lemonde.piaille.fr.ap.brid.gy,Le Monde — Grands Titres 🤖,"Live Article se déroulant en direct https://www.lemonde.fr/international/live/2024/11/05/en-direct-presidentielle-americaine-2024-kamala-harris-appelle-tout-le-monde-a-sortir-voter-donald-trump-dit-qu-il-reconnaitra-sa-defaite-si-l-election-est-juste_6376692_3210.html
#infos #lemonde",2024-11-05T18:40:17.000Z,0,0,0,[],False,Harris election 2024,Neutral
bpavuk.neocities.org,Bohdan &%@#ing Pavuk,"quote:
In other random presidential video game news, Kamala Harris and her running mate Tim Walz have been enjoying some Fortnite as of late - even introducing an official map as part of their 2024 election campaign. It really is a wild world we live in these days, huh.
double The WHAT",2024-11-05T18:33:23.286Z,0,0,0,[],True,Harris election 2024,Harris
rafelangston.com,Rafe,"WTF. My wife can vote however the hell she wants. It's none of my business.

If someone is forcing you to vote against your wishes, report that shit to your local election officials.",2024-11-05T18:29:22.377Z,4,0,0,[],False,Harris election 2024,Neutral
161bklyn.bsky.social,Ⓐnarchohoodism 🐈‍⬛ 🏴,"lol that’s exactly right. 
""The point in this presidential election is to scare the hell out of enough people so they will vote for the neoliberal Harris, or alternately, to anger a voting base enough to put the ignoramus Trump back in the White House.""

www.counterpunch.org/2024/08/30/t...",2024-11-05T18:27:22.679Z,7,3,0,[],False,Harris election 2024,Neutral
gee-whiz.bsky.social,gee,"i just voted for the first time! im gen z and this is the first election where im old enough to vote. voted for kamala harris and tim walz. didnt get a sticker, but my voting place gave a piece of paper as proof you voted. harris/walz 2024 💙!",2024-11-05T18:26:01.672Z,0,0,1,[],False,Harris election 2024,Harris
news-feed.bsky.social,News Feed,"@washingtonpost: The six residents of Dixville Notch, who voted at midnight, were evenly split between Kamala Harris and Donald Trump — a reflection of the tight 2024 election. ",2024-11-05T18:25:07.330Z,1,0,0,['washingtonpost'],False,Harris election 2024,Neutral
lazarou.mastodon.social.ap.brid.gy,Lazarou Monkey Terror 🚀💙🌈,"But sure, that protest vote will certainly mean something, very smart, yep...../s

https://www.theguardian.com/world/live/2024/nov/05/middle-east-crisis-live-israel-gaza-lebanon-us?

#FreePalestine #Gaza",2024-11-05T18:22:22.000Z,0,0,0,[],False,Harris election 2024,Neutral
338canada.bsky.social,Philippe J. Fournier,"“If Kamala Harris wins the presidential election, do you trust that Donald Trump will accept the results and concede peacefully?”

All 🇺🇸 respondents
🔴60% Not confident
🟢40% Confident

[Léger, Oct.31-Nov.3, 2024, n=1,044]

www.338canada.ca/p/will-the-l...",2024-11-05T18:15:47.350Z,3,0,1,[],False,Harris election 2024,Neutral
sossupummit.bsky.social,GCHQ/NSA/CSS Bunny Target Exploitation Project,"Election 2024: Where Do Harris and Trump Stand on the Climate Crisis?


https://www.ecowatch.com/harris-trump-2024-climate-change.html",2024-11-05T18:13:18.621Z,0,0,0,[],False,Harris election 2024,Neutral
egghat.bsky.social,Egghat,"Los Angeles Times: Calmes: Top 10 reasons not to vote for Donald Trump https://www.latimes.com/opinion/story/2024-10-20/election-donald-trump-kamala-harris
#PleaseDontVoteForTheWeirdOne",2024-11-05T18:07:00.586Z,0,0,0,[],False,Harris election 2024,Neutral
trump.activitypub.awakari.com.ap.brid.gy,Trump,"Where are the key battleground states? Where are the key battleground states?Tue 5 NovTue 5 NovTu...

https://www.abc.net.au/news/2024-11-06/us-presidential-election-live-updates-kamala-harris-donald-trump/104546228

Event Attributes",2024-11-05T18:02:42.000Z,0,0,0,[],False,Harris election 2024,Neutral
emarktaylor.mastodon.online.ap.brid.gy,Mark Taylor,"#USPol #USElection

I might watch for a bit. He looks very preoccupied not surprisingly ...

WATCH LIVE: Kornacki Cam on Election Night 2024 I MSNBC

https://www.youtube.com/live/LIV9HM5Yj80?si=_6OoW4t3Dwr0D1EL",2024-11-05T23:37:57.000Z,0,1,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - proceeding
️⚠️💨2 - fawkes
️⚠️💨1 - sporting
️⚠️💨1 - precautionary
️⚠️💨1 - gaza
️⚠️💨1 - cooperation
️⚠️💨1 - signature
️⚠️💨1 - tnt
️⚠️💨1 - turnout
️⚠️💨1 - warioware
(tap/click to see all posts on Bluesky featuring that word!)
",2024-11-05T21:10:45.265483+00:00,1,0,0,[],False,USElection 2024,Neutral
unpubmedia.bsky.social,Unpublished.ca,Russian interference in the #USElection today. Who would have thunk it? #uspoli  https://www.cnn.com/2024/11/05/politics/voting-security-election-day?cid=ios_app,2024-11-05T20:56:49Z,0,0,0,[],False,USElection 2024,Neutral
seamusmurphy42.bsky.social,Seamus Murphy,I was to generous to Trump in my last prediction. Here's my new Prediction 2024 #Harris2024 #USElection #LetsDoThis #Vote #HarrisWalz #BlueWave,2024-11-05T19:03:54.956Z,2,0,0,[],False,USElection 2024,Harris
lyle.cville.online.ap.brid.gy,Lyle Solla-Yates,"https://www.npr.org/2024/11/05/g-s1-32466/who-does-russia-want-in-washington ""Trump’s unpredictable for everyone,” notes Markov. “Even for Russia.” #uselection #uspolitics",2024-11-05T16:21:25.000Z,1,1,0,[],False,USElection 2024,Trump
lyle.cville.online.ap.brid.gy,Lyle Solla-Yates,"#larrysabato has posted some thoughts about the #uselection here. Surprise, Pennsylvania will be important. #uspolitics https://centerforpolitics.org/crystalball/our-final-2024-ratings/",2024-11-05T14:38:34.000Z,0,0,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - downloading
️⚠️💨1 - mentally
️⚠️💨1 - jyc.dev/at
️⚠️💨1 - voted
️⚠️💨1 - gaza
️⚠️💨1 - civic
️⚠️💨1 - polling
️⚠️💨1 - genau
️⚠️💨1 - cooperation
️⚠️💨1 - wer
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-11-05T14:00:46.510512+00:00,2,0,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - ukraine
️⚠️💨1 - gaza
️⚠️💨1 - downloading
️⚠️💨1 - civic
️⚠️💨1 - voted
️⚠️💨1 - gar
️⚠️💨1 - wurde
️⚠️💨1 - sh0xqjpe3
️⚠️💨1 - hätte
️⚠️💨1 - cette
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-11-05T13:10:48.826904+00:00,1,0,0,[],False,USElection 2024,Neutral
holgernohr.bsky.social,Holger Nohr,"Die Ausgangslage zur #USElection: Die recht sicheren ""Blue States"" bringen 226 Sitze im Electoral Collage für #KamalaHarris. Mit Pennsylvania (19), Michigan (15) und Wisconsin (10) hätte sie genau die nötigen 270. Ein Verlust in Pennsylvania wäre mE unmöglich auszugleichen.",2024-11-05T13:10:25.384Z,1,0,1,[],False,USElection 2024,Harris
craigmranapia.bsky.social,Craig M. Ranapia,"OK, if I've got my timings right polling places have opened for in-person voting along the East coast of the United States in the 2024 general election of one President,  34 Senators, 435 House members and thousands of state and local officials.

You all have one task...

#USElection",2024-11-05T12:12:07.714Z,2,0,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 貫通
️⚠️💨1 - hace
️⚠️💨1 - bonfire
️⚠️💨1 - ukraine
️⚠️💨1 - 大統領
️⚠️💨1 - wer
️⚠️💨1 - leider
8th - トランプ
9th - seit
10th - rogan
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-11-05T12:10:43.260674+00:00,2,0,0,[],False,USElection 2024,Neutral
lauraphillips.bsky.social,Laura Phillips,"www.bbc.co.uk/mediacentre/... #USElection 2024 🗳️ How to watch and follow live #results across the #BBC

@CaitrionaPerry and @SumiSomaskanda are live from #Washington DC for the overnight US election TV results programme, starting at 10.40pm GMT on #BBCiPlayer

More ➡️ bbc.co.uk/mediacentre/20…",2024-11-05T10:10:49.750Z,1,0,0,"['CaitrionaPerry', 'SumiSomaskanda']",False,USElection 2024,Neutral
lauraphillips.bsky.social,Laura Phillips,"#USElection A person eats inside of a restaurant with plywood covering the windows near the White House in  #Washington, U.S., November 4, 2024. REUTERS/Nathan Howard",2024-11-05T08:20:11.959Z,33,18,0,[],False,USElection 2024,Neutral
mjb22.bsky.social,Mark’s Learning Hub - Teacher Resources,Need an explainer for your students for America’s big day? Download my #USElection #USElection2024 #PowerPoint and check out my other teaching resources. PSHE Understanding the 2024 US Elections Explainer PowerPoint with quizzes www.tes.com/resource-det...,2024-11-05T05:30:07.507Z,0,0,0,[],False,USElection 2024,Neutral
hey.paris,Dr Paris Buttfield-Addison,"I love that the ABC (Australian Broadcasting Corporation) has baked a “Trump will get angry/agitated/claim he's won” into their guide to consuming the US election media from Australia.

#uspol #USelection 

www.abc.net.au/news/2024-11...",2024-11-05T02:37:44.056Z,13,0,0,[],False,USElection 2024,Trump
thewriterofweird.bsky.social,The Weird Writer,#poem #poems #poetry #election #uselection #election2024 PLEASE VOTE BLUE US PEOPLE,2024-11-04T23:20:10.368Z,0,1,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 火曜日
️⚠️💨1 - beatriz
️⚠️💨1 - fait
️⚠️💨1 - aquí
️⚠️💨1 - rabies
️⚠️💨1 - squirrel
️⚠️💨1 - faire
️⚠️💨1 - cette
️⚠️💨1 - tornado
️⚠️💨1 - extend
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-11-04T22:20:55.145004+00:00,3,0,0,[],False,USElection 2024,Neutral
lauraphillips.bsky.social,Laura Phillips,"#USElection #NewHampshire Presidential Polling 

#Harris (D): 62%
#Trump (R): 34%

Dartmouth / Nov 3, 2024 / n=587",2024-11-04T22:10:48.331Z,2,0,0,[],False,USElection 2024,Neutral
flipboard.flipboard.social.ap.brid.gy,Flipboard,"Finally, if you haven't already, we encourage you to vote. In some states, it's possible to register even on Election Day. Here's a list: https://www.usatoday.com/story/news/politics/elections/2024/11/04/register-vote-on-election-day/75778007007

#USElection #USPolitics #USNews #News #Flipboard […]",2024-11-04T21:26:31.000Z,0,2,0,[],True,USElection 2024,Neutral
flipboard.flipboard.social.ap.brid.gy,Flipboard,"Flipboard's human editors, led by North America Managing Editor @csullivan, will be working 24/7 to update our Vote 2024 section, placed prominently in the app next to our For You feed. This collection covers the presidential, Congressional, state and important local races. 🧵

#USElection […]",2024-11-04T21:24:34.000Z,0,1,0,['csullivan'],True,USElection 2024,Neutral
silentinflames.bsky.social,Silent in Flames,"It's 2024 and what we learned so far is that the men who kept going on about how misogynist men from ""Arab"" countries allegedly are due to their ""cultural upbringing"" that those same men will happily throw women's very right to exist under the bus the 1st opportunity they get.
#USElection #GenderGap",2024-11-04T19:27:21.426Z,0,0,0,[],False,USElection 2024,Neutral
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - squirrel
️⚠️💨3 - rabies
️⚠️💨2 - quincy
️⚠️💨1 - gaza
️⚠️💨1 - wer
️⚠️💨1 - hace
️⚠️💨1 - ukraine
️⚠️💨1 - squirrels
️⚠️💨1 - homer
️⚠️💨1 - aquí
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-11-04T16:00:50.044751+00:00,2,0,0,[],False,USElection 2024,Neutral
hartknight.mastodon.social.ap.brid.gy,HartKnight,"Election 2024: Last Week Tonight with John Oliver https://www.youtube.com/watch?v=tWZAbKU-JzE

#2024election #USElection #LastWeekTonight #politics #voting",2024-11-04T14:03:22.000Z,0,0,0,[],False,USElection 2024,Neutral
borderlex.net,Borderlex,"Week Ahead: #EUtrade commissioner hearing and the #USelection

A preview of what's to come this week in EU trade by Iana Dreyer 👇
borderlex.net/2024/11/04/w...",2024-11-04T09:20:41.892Z,0,0,0,[],False,USElection 2024,Neutral
news-feed.bsky.social,News Feed,"@France24_en: Just a few days to go until millions of Americans will #vote in the #USElection 🇺🇸

🗳️ In a tight 2024 race, young voters could play a crucial role in deciding the next US president.

📣 What issues are important to young people?

🎥 @aureliaaF24, @ehzineb &amp; @katrinelyngso https",2024-11-04T00:38:33.782Z,0,0,0,"['France24_en', 'aureliaaF24', 'ehzineb', 'katrinelyngso']",False,USElection 2024,Neutral
johnwilsonwsws.bsky.social,,"#USElection #War #Dictatorship #revolution 

MUST WATCH:   (>> starting in 35 mins!! <<)
The American earthquake: 
Election Day 2024 and the fight ahead
sep24.me/NOV-3

MUST READ:
War, inequality and dictatorship: The critical issues excluded from the 2024 election 
www.wsws.org/en/articles/...",2024-11-03T19:24:56.934Z,2,0,1,[],False,USElection 2024,Neutral
virginiarose.bsky.social,Rose Shadowbloom,"Und noch ein paar polls
#USElection 
www.nytimes.com/2024/11/03/u...",2024-11-03T15:05:06.494Z,0,0,0,[],False,USElection 2024,Neutral
techdesk.flipboard.social.ap.brid.gy,Flipboard Tech Desk,"Voting machine companies lie Smartmatic and Dominion are fighting the next disinformation war, by trying to debunk false stories and rebuild trust — but that’s a tall order in 2024. @theverge tells us more: https://flip.it/WJ6WeY
#Tech #USElection #Election #Disinformation #Technology #Dominion […]",2024-11-02T22:20:21.000Z,0,0,0,['theverge'],False,USElection 2024,Neutral
kimwulff.bsky.social,Kim Wulff ,"Something strange is happening at X - and it could affect the outcome of the election
#uspol #uselection #twitter #mastodon #uspolitics 
Der sker noget mærkeligt på X – og det kan få betydning for valgets udfald
nyheder.tv2.dk/udland/2024-...",2024-11-02T14:50:28.685Z,0,0,0,[],False,USElection 2024,Neutral
andreatedwards.bsky.social,@AndreaTEdwards,"It’s almost over, a few more days to go until we learn the result of the 2024 US election. I am expecting a blue wave, let's see. However, there’s much bigger news requiring our attention... 
#WeekendReads #USElection #ClimateEmergency #UncommonCourage 
andreatedwards.com/2024/11/202-...",2024-11-02T08:51:30.827Z,0,0,0,[],False,USElection 2024,Neutral
seamusmurphy42.bsky.social,Seamus Murphy,Prediction 2024 #Harris2024 #USElection #LetsDoThis #Vote #HarrisWalz,2024-10-31T18:34:40.123Z,1,0,1,[],False,USElection 2024,Harris
holgernohr.bsky.social,Holger Nohr,"An Elon Musk-backed political group is posting fake Kamala Harris ads on Facebook. #USElection

www.npr.org/2024/10/30/g...",2024-10-31T17:25:35.167Z,2,1,0,[],False,USElection 2024,Harris
tomasrawlings.bsky.social,Dr Tomas Rawlings,"Positive Climate News from October 2024 - If you're in the US, vote, vote, vote! (Plus much more from around the world!) Your monthly fix of hope! climatehopium.substack.com/p/positive-c... #climatechange #USelection #VoteBlue",2024-10-31T13:34:09.838Z,0,1,0,[],False,USElection 2024,Neutral
scottyhertz.bsky.social,Scotty Hertz,No tricks all treats at Open Sources #Guelph 5pm #CFRU 93.3fm #USelection final countdown - Provincial elections in #saskpoli  & #nspoli  Pt. 2 (5:30) #Brampton City Councillor Rowena Santos on protecting international students from exploitation opensourcesguelph.com/2024/10/31/o...,2024-10-31T12:24:15.066Z,0,0,0,[],False,USElection 2024,Neutral
opheliapg.bsky.social,OpheliaPG,"#USelection From the “Basket of deplorables” file:

Kamala Harris distances herself from Biden following 'garbage' comment english.almayadeen.net/news/politic...",2024-10-30T23:57:31.696Z,0,1,0,[],False,USElection 2024,Harris
nowbreezing.ntw.app,☁️Now🤖Breezing💨,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - valencia
️⚠️💨1 - ポケポケ
️⚠️💨1 - ポケカ
️⚠️💨1 - dana
5th - 申請
6th - ánimo
7th - tcg
8th - года
9th - gaza
10th - emergencias
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-10-30T08:00:48.056804+00:00,2,0,0,[],False,USElection 2024,Neutral
johnwilsonwsws.bsky.social,,"#USElection #Crisis #Breakdown #SocialismOrBarbarism

The American earthquake: Election Day 2024 and the fight ahead
Sunday, November 3, 
3PM Eastern
www.youtube.com/watch?v=0zmW...

Register now: sep24.me/Nov-3
Sign up: socialism2024.org/get-involved
Donate: socialism2024.org/donate",2024-10-30T03:13:35.330Z,1,1,0,[],False,USElection 2024,Neutral
stineeckert.bsky.social,Stine Eckert,"Good reminder of the long wait and nail biter in 2020. One change for this #USelection:  Some states — including #Michigan — have changed their laws to allow election workers to begin processing mail ballots before #ElectionDay, which should speed up reporting. #USA www.nytimes.com/2024/10/29/u...",2024-10-30T01:30:07.223Z,0,0,0,[],False,USElection 2024,Neutral
holgernohr.bsky.social,Holger Nohr,"Ballots set on fire in three states as Election Day approaches. #USElection 

www.npr.org/2024/10/28/n...",2024-10-29T13:00:54.372Z,1,2,1,[],False,USElection 2024,Neutral
herrstang.bsky.social,Michael Stang,"Die Washington Post will keine Empfehlung mehr zur US-Wahl aussprechen. Jetzt folgen erste Konsequenzen. Laut NPR gibt es bereits 200.000 gekündigte Abos. 
#uselection #trump #harris #bezos #washingtonpost

www.npr.org/2024/10/28/n...",2024-10-29T07:32:15.647Z,1,0,0,[],False,USElection 2024,Neutral
borisai.bsky.social,Boris Thienert,"..etwas glitchy zwar, aber aus einem Bild ein 6 Sek. Video zu erstellen, war noch nie leichter als 2024.

#wirlebenKI #Harris #election2024 #uselection",2024-10-28T11:54:40.040Z,0,0,0,[],False,USElection 2024,Harris
news-feed.bsky.social,News Feed,"@SkyNews: There has been a lot of talk about 'Project 25' in the run-up to the 2024 #USElection but what is it? 

@Stone_SkyNews explains everything you need to know in the video below 🔽",2024-10-28T00:20:16.479Z,0,0,0,"['SkyNews', 'Stone_SkyNews']",False,USElection 2024,Neutral
hartknight.mastodon.social.ap.brid.gy,HartKnight,"Magic: The Gathering Gamers Unpack JD Vance’s Dorkiness & 2024 Election https://www.youtube.com/watch?v=iszcDrDl93A

#politics #2024election #USElection #magicthegathering #voting #TheDailyShow",2024-10-26T23:12:03.000Z,0,2,0,[],False,USElection 2024,Neutral
andreatedwards.bsky.social,@AndreaTEdwards,"I can't wait to hear the words Madam President! Yep, convinced she's got it, but vote America, the world's relying on you. There's a lot on the line right now & we need to be dialled in AND taking action #WeekendReads #USElection #ClimateEmergency #UncommonCourage andreatedwards.com/2024/10/201-...",2024-10-26T13:48:57.924Z,0,0,0,[],False,USElection 2024,Neutral
dfertl.bsky.social,Duroyan Fertl ᚇᚓᚑᚏᚐᚇᚐᚅ,"""John F. Kelly, the former Marine general who was his longest-serving chief of staff… said that… #Trump met the definition of a #fascist, would govern like a dictator if allowed, and had no understanding of the Constitution or the concept of #ruleoflaw""
#USElection
www.nytimes.com/2024/10/22/u...",2024-10-23T09:57:01.934Z,0,0,0,[],False,USElection 2024,Trump
holgernohr.bsky.social,Holger Nohr,"The X factor: How Trump ally Elon Musk is using social media to prime voter mistrust ahead of 2024 election. #USElection

www.cbsnews.com/news/elon-mu...",2024-10-22T08:30:54.620Z,1,0,0,[],False,USElection 2024,Trump
theovi.bsky.social,Ovi ,"Are the Democrats the new Republicans? By Thanos Kalamidas

As the Republican Party was redefined, the Democratic Party’s response to Trump became a crucial factor in its own ideological shift.

realovi.wordpress.com/2024/10/22/a... 

#USElection #DemocraticParty #RepublicanParty #MAGA #DonaldTrump",2024-10-22T08:06:26.977Z,0,0,1,[],False,USElection 2024,Trump
holgernohr.bsky.social,Holger Nohr,"Gov. Shapiro calls Musk's $1M offer to Pennsylvania voters 'deeply concerning'. #USElection 

www.npr.org/2024/10/20/g...",2024-10-21T08:57:21.810Z,0,0,0,[],False,USElection 2024,Neutral
sebwar.bsky.social,SebWar ,www.abc.net.au/news/2024-10... #USElection is always about circus 🎪 and entertainment and less about politics,2024-10-21T07:08:06.957Z,0,0,0,[],False,USElection 2024,Neutral
hartknight.mastodon.social.ap.brid.gy,HartKnight,"Election Subversion 2024: #LastWeekTonight with John Oliver https://www.youtube.com/watch?v=CkK3W0lOKcc

#USElection #2024election #politics #voting",2024-10-20T23:01:23.000Z,0,1,0,[],False,USElection 2024,Neutral
ansgarw.bsky.social,Ansgar Wolsing,"Scam the scammers: Leaked data suggests that about 25% of door-knocks in Arizona and Nevada, conducted by canvassers linked to Elon Musk's America Pac for the #Trump campaign, may be fraudulent. Canvassers falsely claimed visits and took Elon's money. #USElection

www.theguardian.com/us-news/2024...",2024-10-19T21:07:57.900Z,1,0,0,[],False,USElection 2024,Trump
michel-slm.name,Michel Lind,"Not sure who from #Monocle wrote their #Frankfurt #Book Fair recommendations, but thank you for bringing @anneapplebaum.bsky.social's #Autocracy Inc to my attention. Timely read just before probably one of the most consequential #USElection

monocle.com/minute/2024/...",2024-10-19T20:16:54.979Z,1,0,1,['anneapplebaum.bsky.social'],False,USElection 2024,Neutral
solarab.bsky.social,Tom Moffatt,"‘Vengeful’ Trump withheld disaster aid and will do so again, ex-officials warn. Administration officials say Trump deliberately denied funds to states he deemed politically hostile  www.theguardian.com/us-news/2024... #uspoli #HurricaneMilton #USElection",2024-10-16T14:46:30.277Z,0,0,0,[],False,USElection 2024,Trump
holgernohr.bsky.social,Holger Nohr,"Swing state map: Polls move in Trump’s direction, but the race remains tight. #USElection

www.npr.org/2024/10/15/n...",2024-10-16T10:53:55.186Z,1,0,1,[],False,USElection 2024,Trump
holgernohr.bsky.social,Holger Nohr,"Die letzten Umfragen aus Swing States sind für #KamalaHarris nicht gut. Trump führt erstmals wieder in Pennsylvania und Nevada, in Michigan ist ihr Vorsprung auf 0,1% geschrumpft. #USElection 

www.270towin.com/2024-preside...",2024-10-11T20:33:11.126Z,4,3,0,[],False,USElection 2024,Harris
nationalpolitic.com,The National Politic,"In a significant political development, tech billionaire Elon Musk has confirmed his attendance at the upcoming Trump Butler rally, marking a pivotal moment in the 2024 presidential campaign. #DonaldTrump #USElection
nationalpolitic.com/trump-harris...",2024-10-05T11:16:02Z,0,0,0,[],False,USElection 2024,Trump
nihilsmaw.bsky.social,,"The blue maga people will tell you that Harris is lovely. Fucking useless, the lot. Fascism of the fox versus fascism of the lion. Enjoy. That's what happens when you vote the lesser of two evils every election, rather than third party.",2024-11-05T23:57:19.862Z,0,0,0,[],True,MAGA vote,Neutral
